qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p
WP_002854338.1	RLB16280.1	54.9	0.000869	820	583	376	55	16.489	2026735	hypothetical protein DRG63_05535 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	WP_073093310.1	58	3.28E-05	820	291	281	28	21.352	388280	tetratricopeptide repeat protein [Cyclobacterium lianum]	Cyclobacterium lianum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium							
WP_002854338.1	WP_134788775.1	59.9	3.28E-05	820	1197	585	82	14.53	28183	tetratricopeptide repeat protein [Leptospira santarosai]	Leptospira santarosai	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_134788775.1	57.6	0.000166	820	1197	605	82	15.207	28183	tetratricopeptide repeat protein [Leptospira santarosai]	Leptospira santarosai	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	PJB34276.1	59.2	3.3E-05	820	428	299	36	19.398	1973967	hypothetical protein CO108_28690 [Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_63_12]	Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_63_12	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	WP_048133260.1	59.9	3.31E-05	820	1288	235	26	20.426	1483602	tetratricopeptide repeat protein [Methanosarcina sp. 1.H.T.1A.1]	Methanosarcina sp. 1.H.T.1A.1	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	RME51564.1	59.5	3.31E-05	820	708	241	45	19.087	2026735	tetratricopeptide repeat protein, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	RME51564.1	55.7	0.00054	820	708	374	45	17.112	2026735	tetratricopeptide repeat protein, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	XP_018654342.1	59.5	3.32E-05	820	884	408	48	19.608	6183	putative smile protein [Schistosoma mansoni]	Schistosoma mansoni	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Platyhelminthes	Trematoda	Digenea	Strigeidida	Schistosomatoidea	Schistosomatidae	Schistosoma			
WP_002854338.1	WP_082540634.1	59.9	3.32E-05	820	2167	424	70	17.453	1736466	tetratricopeptide repeat protein [Pseudolabrys sp. Root1462]	Pseudolabrys sp. Root1462	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys									
WP_002854338.1	WP_082540634.1	56.1	0.000475	820	2167	582	70	15.12	1736466	tetratricopeptide repeat protein [Pseudolabrys sp. Root1462]	Pseudolabrys sp. Root1462	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys									
WP_002854338.1	WP_082540634.1	55.7	0.000655	820	2167	357	70	17.647	1736466	tetratricopeptide repeat protein [Pseudolabrys sp. Root1462]	Pseudolabrys sp. Root1462	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys									
WP_002854338.1	PKN30196.1	56.8	3.32E-05	820	214	168	19	22.024	2013749	tetratricopeptide repeat protein [Deltaproteobacteria bacterium HGW-Deltaproteobacteria-21]	Deltaproteobacteria bacterium HGW-Deltaproteobacteria-21	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	WP_130935186.1	59.9	3.32E-05	820	1100	435	45	14.023	1080224	DUF5107 domain-containing protein [Hyunsoonleella pacifica]	Hyunsoonleella pacifica	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hyunsoonleella							
WP_002854338.1	RJP79223.1	58.4	3.33E-05	820	336	235	28	20	2049433	tetratricopeptide repeat protein [Desulfobacteraceae bacterium]	Desulfobacteraceae bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	unclassified Desulfobacteraceae								
WP_002854338.1	OPX32661.1	59.5	3.34E-05	820	862	373	42	18.499	1956175	hypothetical protein B1H10_07265 [candidate division KSB1 bacterium 4484_188]	candidate division KSB1 bacterium 4484_188	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division KSB1	unclassified candidate division KSB1										
WP_002854338.1	OYV03379.1	58.4	3.34E-05	820	340	217	24	22.581	2020626	hypothetical protein CGW93_00990 [candidate division bacterium WOR-3 4484_18]	candidate division bacterium WOR-3 4484_18	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division WOR-3											
WP_002854338.1	WP_087317327.1	59.9	3.35E-05	820	1005	526	59	17.11	371601	tetratricopeptide repeat protein [Bacteroides xylanisolvens]	Bacteroides xylanisolvens	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	WP_087317327.1	58.8	7.14E-05	820	1005	199	59	22.613	371601	tetratricopeptide repeat protein [Bacteroides xylanisolvens]	Bacteroides xylanisolvens	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	XP_022099055.1	59.9	3.35E-05	820	2209	400	46	17.5	133434	uncharacterized protein LOC110983798 isoform X3 [Acanthaster planci]	Acanthaster planci	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Echinodermata	Eleutherozoa	Asterozoa	Asteroidea	Valvatacea	Valvatida	Acanthasteridae	Acanthaster	
WP_002854338.1	WP_118964695.1	59.9	3.36E-05	820	1197	584	69	13.185	2202201	tetratricopeptide repeat protein [Leptospira yasudae]	Leptospira yasudae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	RLB10516.1	59.2	3.37E-05	820	439	419	49	18.616	2026735	hypothetical protein DRG39_06195 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	RDX90340.1	59.9	3.37E-05	820	1097	267	30	15.73	157652	Protein CTR9-like protein, partial [Mucuna pruriens]	Mucuna pruriens	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	fabids
WP_002854338.1	GAK59787.1	59.2	3.39E-05	820	428	184	22	20.109	1499967	hypothetical protein U27_06772 [Candidatus Vecturithrix granuli]	Candidatus Vecturithrix granuli	cellular organisms	Bacteria	unclassified Bacteria	Candidatus Vecturithrix												
WP_002854338.1	OUU09187.1	59.2	3.39E-05	820	536	371	42	16.712	1986790	hypothetical protein CBC00_06830 [Verrucomicrobia bacterium TMED40]	Verrucomicrobia bacterium TMED40	cellular organisms	Bacteria	PVC group	Verrucomicrobia	unclassified Verrucomicrobia	unclassified Verrucomicrobia (miscellaneous)										
WP_002854338.1	EKE04395.1	59.5	3.4E-05	820	736	588	68	16.327	77133	hypothetical protein ACD_20C00084G0015 [uncultured bacterium]	uncultured bacterium	cellular organisms	Bacteria	environmental samples													
WP_002854338.1	XP_003707000.2	59.5	3.41E-05	820	766	246	28	14.228	143995	PREDICTED: transmembrane and TPR repeat-containing protein 4-like isoform X1 [Megachile rotundata]	Megachile rotundata	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota
WP_002854338.1	WP_132282796.1	57.2	3.41E-05	820	239	211	25	18.483	680378	tetratricopeptide repeat protein [Natranaerovirga hydrolytica]	Natranaerovirga hydrolytica	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	unclassified Clostridiales	Natranaerovirga								
WP_002854338.1	XP_025206807.1	59.9	3.41E-05	820	1075	425	48	16.941	742174	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like isoform X3 [Melanaphis sacchari]	Melanaphis sacchari	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota
WP_002854338.1	PKN38908.1	57.6	3.42E-05	820	247	220	23	18.636	2013747	hypothetical protein CVU62_01530 [Deltaproteobacteria bacterium HGW-Deltaproteobacteria-2]	Deltaproteobacteria bacterium HGW-Deltaproteobacteria-2	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	KSA14412.1	59.2	3.43E-05	820	449	251	30	20.319	1300346	TPR domain protein [Maribacter dokdonensis DSW-8]	Maribacter dokdonensis DSW-8	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter dokdonensis						
WP_002854338.1	WP_074079348.1	59.5	3.43E-05	820	617	574	67	17.073	1496	tetratricopeptide repeat protein [Clostridioides difficile]	Clostridioides difficile	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides								
WP_002854338.1	WP_012066326.1	58.8	3.43E-05	820	375	236	28	16.949	2187;406327	tetratricopeptide repeat protein [Methanococcus vannielii]	Methanococcus vannielii	cellular organisms	Archaea	Euryarchaeota	Methanomada group	Methanococci	Methanococcales	Methanococcaceae	Methanococcus								
WP_002854338.1	XP_022426456.1	59.9	3.43E-05	820	1913	431	79	14.617	9749	tetratricopeptide repeat protein 6, partial [Delphinapterus leucas]	Delphinapterus leucas	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	XP_022426456.1	57.2	0.000239	820	1913	547	79	16.636	9749	tetratricopeptide repeat protein 6, partial [Delphinapterus leucas]	Delphinapterus leucas	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	PIV85353.1	58.8	3.44E-05	820	409	250	30	18.8	1974070	hypothetical protein COW52_02860, partial [Nitrospirae bacterium CG17_big_fil_post_rev_8_21_14_2_50_50_9]	Nitrospirae bacterium CG17_big_fil_post_rev_8_21_14_2_50_50_9	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae												
WP_002854338.1	WP_076621700.1	59.9	3.45E-05	820	1197	588	82	14.116	28184;1851191	tetratricopeptide repeat protein [Leptospira weilii]	Leptospira weilii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_076621700.1	57.6	0.000152	820	1197	616	82	14.123	28184;1851191	tetratricopeptide repeat protein [Leptospira weilii]	Leptospira weilii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_129747307.1	59.5	3.46E-05	820	1004	243	28	21.399	459526	tetratricopeptide repeat protein [Flavobacterium anhuiense]	Flavobacterium anhuiense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	WP_085284675.1	59.5	3.46E-05	820	810	336	36	18.452	641665	tetratricopeptide repeat protein [Colwellia chukchiensis]	Colwellia chukchiensis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia									
WP_002854338.1	PPR13770.1	59.5	3.47E-05	820	850	478	53	17.782	2013107	Photosystem I assembly protein Ycf3 [Alphaproteobacteria bacterium MarineAlpha12_Bin1]	Alphaproteobacteria bacterium MarineAlpha12_Bin1	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified Alphaproteobacteria	unclassified Alphaproteobacteria (miscellaneous)										
WP_002854338.1	WP_107562360.1	57.6	3.47E-05	820	250	211	24	18.957	2033718	tetratricopeptide repeat protein [Candidatus Methylomirabilis limnetica]	Candidatus Methylomirabilis limnetica	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division NC10	Candidatus Methylomirabilis										
WP_002854338.1	WP_024834718.1	59.5	3.5E-05	820	587	497	59	17.304	1499	tetratricopeptide repeat protein [Ruminiclostridium josui]	Ruminiclostridium josui	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium								
WP_002854338.1	XP_013327172.1	59.2	3.51E-05	820	542	86	10	30.233	1408163	PB1 domain protein [Rasamsonia emersonii CBS 393.64]	Rasamsonia emersonii CBS 393.64	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Ascomycota	saccharomyceta	Pezizomycotina	leotiomyceta	Eurotiomycetes	Eurotiomycetidae	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia emersonii	
WP_002854338.1	WP_118458190.1	59.5	3.51E-05	820	652	209	25	18.66	1714860	tetratricopeptide repeat protein [Aquimarina sp. BL5]	Aquimarina sp. BL5	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina							
WP_002854338.1	RFC35211.1	59.5	3.52E-05	820	927	639	76	15.806	2184310	putative PEP-CTERM system TPR-repeat lipoprotein [Candidatus Nitrotoga sp. LAW]	Candidatus Nitrotoga sp. LAW	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Candidatus Nitrotoga									
WP_002854338.1	RMG35246.1	59.5	3.52E-05	820	886	553	61	16.456	1913989	PEP-CTERM system TPR-repeat protein PrsT [Gammaproteobacteria bacterium]	Gammaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified Gammaproteobacteria	unclassified Gammaproteobacteria (miscellaneous)										
WP_002854338.1	ORX69847.1	59.2	3.52E-05	820	457	250	28	17.6	1754192	TPR-like protein [Anaeromyces robustus]	Anaeromyces robustus	cellular organisms	Eukaryota	Opisthokonta	Fungi	Fungi incertae sedis	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces						
WP_002854338.1	RPJ59407.1	58.8	3.53E-05	820	382	300	31	18.333	1978231	tetratricopeptide repeat protein [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_111660588.1	59.2	3.53E-05	820	462	285	34	20.351	639310	tetratricopeptide repeat protein [Olleya aquimaris]	Olleya aquimaris	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya							
WP_002854338.1	WP_032576506.1	59.5	3.55E-05	820	1002	239	25	22.176	817;1339331;1339332	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	PCJ78467.1	59.5	3.57E-05	820	682	209	25	19.617	2021391	hypothetical protein COA57_16130 [Flavobacteriales bacterium]	Flavobacteriales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)							
WP_002854338.1	WP_083824924.1	58.8	3.57E-05	820	428	244	29	18.443	2315	tetratricopeptide repeat protein [Methanoplanus limicola]	Methanoplanus limicola	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus								
WP_002854338.1	OCL25553.1	59.5	3.57E-05	820	695	226	26	19.912	1413210	SpoIID/LytB domain protein [Orenia metallireducens]	Orenia metallireducens	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia								
WP_002854338.1	WP_000356648.1	59.2	3.59E-05	820	527	238	26	20.168	173	tetratricopeptide repeat protein, partial [Leptospira interrogans]	Leptospira interrogans	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	PYU73771.1	59.9	3.6E-05	820	1283	196	23	22.449	1978231	hypothetical protein DMG52_14010 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_032590960.1	59.5	3.61E-05	820	1002	239	25	22.176	817;1339277	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	WP_115603951.1	59.2	3.61E-05	820	468	236	28	16.525	1779134;2283320;2480984	MULTISPECIES: tetratricopeptide repeat protein [Bradymonadales]	Bradymonadales	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria											
WP_002854338.1	WP_023173388.1	59.5	3.61E-05	820	905	303	33	17.162	1183438;1416614	CHAT domain-containing protein [Gloeobacter kilaueensis]	Gloeobacter kilaueensis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter							
WP_002854338.1	WP_137667191.1	59.9	3.61E-05	820	1355	687	87	17.031	531300	tetratricopeptide repeat protein [Sphaerospermopsis reniformis]	Sphaerospermopsis reniformis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Sphaerospermopsis								
WP_002854338.1	WP_137667191.1	57.6	0.000149	820	1355	749	87	17.089	531300	tetratricopeptide repeat protein [Sphaerospermopsis reniformis]	Sphaerospermopsis reniformis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Sphaerospermopsis								
WP_002854338.1	XP_022239059.1	59.5	3.62E-05	820	932	420	49	17.619	6850	transmembrane and TPR repeat-containing protein 1-like isoform X1 [Limulus polyphemus]	Limulus polyphemus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Chelicerata	Merostomata	Xiphosura	Limulidae	Limulus	
WP_002854338.1	WP_087539618.1	59.5	3.62E-05	820	656	306	35	15.033	1940762	tetratricopeptide repeat protein [Nostocales cyanobacterium HT-58-2]	Nostocales cyanobacterium HT-58-2	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	unclassified Nostocales	unclassified Nostocales (miscellaneous)								
