taxid	protein	species	1	2	3	4	5	6	7	8																									
84379	tetratricopeptide repeat protein [Brachyspira alvinipulli]	Brachyspira alvinipulli	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
29088	LOW QUALITY PROTEIN: tetratricopeptide repeat protein 6 [Neomonachus schauinslandi]	Neomonachus schauinslandi	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Carnivora	Caniformia	Phocidae	Neomonachus							
2480853	tetratricopeptide repeat protein [Hormoscilla sp. GUM202]	Hormoscilla sp. GUM202	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Gomontiellaceae	Hormoscilla																								
1247191	tetratricopeptide repeat protein [Calothrix elsteri]	Calothrix elsteri	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Rivulariaceae	Calothrix																									
2484984	tetratricopeptide repeat protein [Leptospira putramalaysiae]	Leptospira putramalaysiae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
2484984	tetratricopeptide repeat protein [Leptospira putramalaysiae]	Leptospira putramalaysiae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
29078	tetratricopeptide repeat protein 6 [Eptesicus fuscus]	Eptesicus fuscus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Chiroptera	Microchiroptera	Vespertilionidae	Eptesicus							
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
1801604	hypothetical protein A2039_06000 [Candidatus Melainabacteria bacterium GWA2_34_9]	Candidatus Melainabacteria bacterium GWA2_34_9	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	unclassified Candidatus Melainabacteria																											
159	hypothetical protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
1434119	hypothetical protein MSSIH_1184 [Methanosarcina siciliae HI350]	Methanosarcina siciliae HI350	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae																								
1434119	hypothetical protein MSSIH_1184 [Methanosarcina siciliae HI350]	Methanosarcina siciliae HI350	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae																								
1434119	hypothetical protein MSSIH_1184 [Methanosarcina siciliae HI350]	Methanosarcina siciliae HI350	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae																								
1434119	hypothetical protein MSSIH_1184 [Methanosarcina siciliae HI350]	Methanosarcina siciliae HI350	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae																								
816	MULTISPECIES: tetratricopeptide repeat protein [Bacteroides]	Bacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae																									
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
1219	tetratricopeptide repeat protein [Prochlorococcus marinus]	Prochlorococcus marinus	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus																									
1339322	tol-pal system protein YbgF [Bacteroides fragilis str. S6R8]	Bacteroides fragilis str. S6R8	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis																							
266149	hypothetical protein PPERSA_02142 [Pseudocohnilembus persalinus]	Pseudocohnilembus persalinus	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia	Philasterida	Pseudocohnilembidae	Pseudocohnilembus																							
1986774	tetratricopeptide repeat protein [Hyphomicrobiaceae bacterium TMED74]	Hyphomicrobiaceae bacterium TMED74	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unclassified Hyphomicrobiaceae																										
29545	tetratricopeptide repeat protein [Azoarcus indigens]	Azoarcus indigens	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus																										
784	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia																									
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
2052149	DUF5107 domain-containing protein, partial [Candidatus Aminicenantes bacterium]	Candidatus Aminicenantes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aminicenantes	unclassified Aminicenantes																											
392547	hypothetical protein BIY37_02025 [Candidatus Brocadia sapporoensis]	Candidatus Brocadia sapporoensis	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia																									
1797906	hypothetical protein A2521_09065 [Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12]	Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
1434120	hypothetical protein MSSIT_1251 [Methanosarcina siciliae T4/M]	Methanosarcina siciliae T4/M	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae																								
1434120	hypothetical protein MSSIT_1251 [Methanosarcina siciliae T4/M]	Methanosarcina siciliae T4/M	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae																								
1434120	hypothetical protein MSSIT_1251 [Methanosarcina siciliae T4/M]	Methanosarcina siciliae T4/M	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae																								
1434120	hypothetical protein MSSIT_1251 [Methanosarcina siciliae T4/M]	Methanosarcina siciliae T4/M	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae																								
39491	tetratricopeptide repeat protein [[Eubacterium] rectale]	[Eubacterium] rectale	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae																									
2048010	serine/threonine-protein kinase [Janthinobacterium sp. BJB426]	Janthinobacterium sp. BJB426	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium																										
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
1797755	hypothetical protein A2V51_02440 [Candidatus Dadabacteria bacterium RBG_19FT_COMBO_40_33]	Candidatus Dadabacteria bacterium RBG_19FT_COMBO_40_33	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Dadabacteria																												
446	tetratricopeptide repeat protein [Legionella pneumophila]	Legionella pneumophila	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella																										
5693	TPR Domain containing protein [Trypanosoma cruzi]	Trypanosoma cruzi	cellular organisms	Eukaryota	Euglenozoa	Kinetoplastida	Trypanosomatidae	Trypanosoma	Schizotrypanum																										
2005464	toll/interleukin-1 receptor domain-containing protein [Scytonema sp. NIES-4073]	Scytonema sp. NIES-4073	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Scytonemataceae	Scytonema																									
2053489	tetratricopeptide repeat protein [Candidatus Lokiarchaeota archaeon]	Candidatus Lokiarchaeota archaeon	cellular organisms	Archaea	Asgard group	Candidatus Lokiarchaeota	unclassified Lokiarchaeota																												
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
2250085	hypothetical protein DRQ04_06860 [Candidatus Hydrothermae bacterium]	Candidatus Hydrothermae bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Hydrothermae	unclassified candidate division EM 3																											
446	tetratricopeptide repeat protein [Legionella pneumophila]	Legionella pneumophila	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella																										
2013830	hypothetical protein CVV42_09800 [Candidatus Riflebacteria bacterium HGW-Riflebacteria-2]	Candidatus Riflebacteria bacterium HGW-Riflebacteria-2	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Riflebacteria																												
2013830	hypothetical protein CVV42_09800 [Candidatus Riflebacteria bacterium HGW-Riflebacteria-2]	Candidatus Riflebacteria bacterium HGW-Riflebacteria-2	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Riflebacteria																												
2484905	tetratricopeptide repeat protein [Leptospira dzianensis]	Leptospira dzianensis	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
246437	tetratricopeptide repeat protein 6 [Tupaia chinensis]	Tupaia chinensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Scandentia	Tupaiidae	Tupaia								
1801840	hypothetical protein A2Z88_02700 [Omnitrophica WOR_2 bacterium GWA2_47_8]	Omnitrophica WOR_2 bacterium GWA2_47_8	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica																												
2053570	hypothetical protein DRP99_00515 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria																												
2053570	hypothetical protein DRP99_00515 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria																												
1379698	hypothetical protein RBG1_1C00001G1816 [candidate division Zixibacteria bacterium RBG-1]	candidate division Zixibacteria bacterium RBG-1	cellular organisms	Bacteria	FCB group	candidate division Zixibacteria																													
2316715	tetratricopeptide repeat protein [Corallococcus sp. AB018]	Corallococcus sp. AB018	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Myxococcales	Cystobacterineae	Myxococcaceae	Corallococcus																								
1801978	hypothetical protein A2Z58_01690 [Planctomycetes bacterium RIFCSPHIGHO2_12_42_15]	Planctomycetes bacterium RIFCSPHIGHO2_12_42_15	cellular organisms	Bacteria	PVC group	Planctomycetes	unclassified Planctomycetes																												
1735327	hypothetical protein APR55_01815 [Methanolinea sp. SDB]	Methanolinea sp. SDB	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea																									
816	MULTISPECIES: tetratricopeptide repeat protein [Bacteroides]	Bacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae																									
2060474	tetratricopeptide repeat protein, partial [Microcystis wesenbergii TW10]	Microcystis wesenbergii TW10	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis	Microcystis wesenbergii																							
363277	tetratricopeptide repeat protein [Ktedonobacter racemifer]	Ktedonobacter racemifer	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter																									
380242	hypothetical protein BROFUL_02956 [Candidatus Brocadia fulgida]	Candidatus Brocadia fulgida	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia																									
2026887	hypothetical protein LBMAG45_11330 [Nitrospirae bacterium]	Nitrospirae bacterium	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae																													
2093369	tetratricopeptide repeat protein [Desulfurivibrio sp.]	Desulfurivibrio sp.	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio																									
