taxid	protein	species	1	2	3	4	5	6	7	8																											
1968525	hypothetical protein B5M53_04120 [Candidatus Cloacimonas sp. 4484_209]	Candidatus Cloacimonas sp. 4484_209	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	Candidatus Cloacimonas																														
1968525	hypothetical protein B5M53_04120 [Candidatus Cloacimonas sp. 4484_209]	Candidatus Cloacimonas sp. 4484_209	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	Candidatus Cloacimonas																														
375288	MULTISPECIES: tetratricopeptide repeat protein [Parabacteroides]	Parabacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae																											
171695	tetratricopeptide repeat protein [Thermodesulfatator indicus]	Thermodesulfatator indicus	cellular organisms	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator																												
1802101	hypothetical protein A3J45_04400 [Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_69_13]	Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_69_13	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Rokubacteria																														
9880	intraflagellar transport protein 88 homolog [Odocoileus virginianus texanus]	Odocoileus virginianus texanus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Cetartiodactyla	Ruminantia	Pecora	Cervidae	Odocoileinae	Odocoileus	Odocoileus virginianus						
2484905	tetratricopeptide repeat protein [Leptospira dzianensis]	Leptospira dzianensis	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																												
2052181	hypothetical protein LBMAG52_06850 [Planctomycetia bacterium]	Planctomycetia bacterium	cellular organisms	Bacteria	PVC group	Planctomycetes	Planctomycetia	unclassified Planctomycetia																													
1756150	tetratricopeptide repeat protein [Elizabethkingia ursingii]	Elizabethkingia ursingii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia																										
1756150	tetratricopeptide repeat protein [Elizabethkingia ursingii]	Elizabethkingia ursingii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia																										
2507556	tetratricopeptide repeat protein, partial [Candidatus Nitrosotenuis sp.]	Candidatus Nitrosotenuis sp.	cellular organisms	Archaea	TACK group	Thaumarchaeota	unclassified Thaumarchaeota	Candidatus Nitrosotenuis																													
80966	intraflagellar transport protein 88 homolog isoform X3 [Acanthochromis polyacanthus]	Acanthochromis polyacanthus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossocephalai	Clupeocephala	Euteleosteomorpha	Neoteleostei	Eurypterygia	Ctenosquamata	Acanthomorphata	Euacanthomorphacea	Percomorphaceae	Ovalentaria	Ovalentaria incertae sedis	Pomacentridae	Acanthochromis					
92942	tetratricopeptide repeat protein [Nostoc linckia]	Nostoc linckia	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																											
92942	tetratricopeptide repeat protein [Nostoc linckia]	Nostoc linckia	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																											
92942	tetratricopeptide repeat protein [Nostoc linckia]	Nostoc linckia	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																											
92942	tetratricopeptide repeat protein [Nostoc linckia]	Nostoc linckia	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																											
2013829	hypothetical protein CVV41_15720 [Candidatus Riflebacteria bacterium HGW-Riflebacteria-1]	Candidatus Riflebacteria bacterium HGW-Riflebacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Riflebacteria																														
561965	PEP-CTERM system TPR-repeat protein PrsT [Aliagarivorans marinus]	Aliagarivorans marinus	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliagarivorans																												
492736	tetratricopeptide repeat protein [Dyadobacter alkalitolerans]	Dyadobacter alkalitolerans	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter																										
2053570	hypothetical protein DRQ14_07180 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria																														
2053570	hypothetical protein DRQ14_07180 [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria																														
2026735	hypothetical protein DRG63_05535 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																												
1026970	PREDICTED: intraflagellar transport protein 88 homolog isoform X1 [Nannospalax galili]	Nannospalax galili	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Myomorpha	Muroidea	Spalacidae	Spalacinae	Nannospalax						
1173027	serine/threonine protein kinase [Microcoleus sp. PCC 7113]	Microcoleus sp. PCC 7113	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Microcoleus																										
1379698	hypothetical protein RBG1_1C00001G1137 [candidate division Zixibacteria bacterium RBG-1]	candidate division Zixibacteria bacterium RBG-1	cellular organisms	Bacteria	FCB group	candidate division Zixibacteria																															
34090	tetratricopeptide repeat protein [Pelodictyon phaeoclathratiforme]	Pelodictyon phaeoclathratiforme	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium/Pelodictyon group	Pelodictyon																									
34090	tetratricopeptide repeat protein [Pelodictyon phaeoclathratiforme]	Pelodictyon phaeoclathratiforme	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium/Pelodictyon group	Pelodictyon																									
34090	tetratricopeptide repeat protein [Pelodictyon phaeoclathratiforme]	Pelodictyon phaeoclathratiforme	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium/Pelodictyon group	Pelodictyon																									
1010	Tetratricopeptide repeat-containing protein [Sphingobacterium mizutaii]	Sphingobacterium mizutaii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium																										
45254	tetratricopeptide repeat protein [Dysgonomonas capnocytophagoides]	Dysgonomonas capnocytophagoides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	Dysgonomonas																										
2026780	outer membrane protein assembly factor BamD [Planctomycetes bacterium]	Planctomycetes bacterium	cellular organisms	Bacteria	PVC group	Planctomycetes	unclassified Planctomycetes																														
1262690	tetratricopeptide repeat family [Acinetobacter sp. CAG:196]	Acinetobacter sp. CAG:196	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	environmental samples																											
151276	tetratricopeptide repeat protein [Bacteroides coprosuis]	Bacteroides coprosuis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																										
2060473	tetratricopeptide repeat protein [Microcystis flos-aquae TF09]	Microcystis flos-aquae TF09	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis	Microcystis flos-aquae																									
533325	tetratricopeptide repeat protein [Winogradskyella arenosi]	Winogradskyella arenosi	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella																										
9615	intraflagellar transport protein 88 homolog isoform X3 [Canis lupus familiaris]	Canis lupus familiaris	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Carnivora	Caniformia	Canidae	Canis	Canis lupus								
497965	tetratricopeptide repeat protein [Cyanothece sp. PCC 7822]	Cyanothece sp. PCC 7822	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Cyanothecaceae	Cyanothece																										
7955	intraflagellar transport protein 88 homolog isoform X7 [Danio rerio]	Danio rerio	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossocephalai	Clupeocephala	Otomorpha	Ostariophysi	Otophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Danio								
885580	PREDICTED: intraflagellar transport protein 88 homolog isoform X4 [Fukomys damarensis]	Fukomys damarensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Hystricomorpha	Bathyergidae	Fukomys								
1151	tetratricopeptide repeat protein [Oscillatoriales cyanobacterium]	Oscillatoriales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																										
1513271	PEP-CTERM system TPR-repeat protein PrsT [Catenovulum maritimum]	Catenovulum maritimum	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Catenovulum																												
1382456	tetratricopeptide repeat protein [Sphingobacterium gobiense]	Sphingobacterium gobiense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium																										
80966	intraflagellar transport protein 88 homolog isoform X2 [Acanthochromis polyacanthus]	Acanthochromis polyacanthus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossocephalai	Clupeocephala	Euteleosteomorpha	Neoteleostei	Eurypterygia	Ctenosquamata	Acanthomorphata	Euacanthomorphacea	Percomorphaceae	Ovalentaria	Ovalentaria incertae sedis	Pomacentridae	Acanthochromis					
1978231	hypothetical protein DMG39_29715 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																														
1896209	hypothetical protein SAMN05720468_11860 [Fibrobacter sp. UWEL]	Fibrobacter sp. UWEL	cellular organisms	Bacteria	FCB group	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter																											
97097	PREDICTED: intraflagellar transport protein 88 homolog isoform X1 [Phaethon lepturus]	Phaethon lepturus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Archelosauria	Archosauria	Dinosauria	Saurischia	Theropoda	Coelurosauria	Aves	Neognathae	Pelecaniformes	Phaethontidae	Phaethon					
1978231	hypothetical protein DMG84_21130 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																														
2073117	tetratricopeptide repeat protein [Anaerolineales bacterium]	Anaerolineales bacterium	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Anaerolineae	Anaerolineales	unclassified Anaerolineales																												
2073117	tetratricopeptide repeat protein [Anaerolineales bacterium]	Anaerolineales bacterium	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Anaerolineae	Anaerolineales	unclassified Anaerolineales																												
2035198	DUF5107 domain-containing protein [Flavobacterium sp. 9]	Flavobacterium sp. 9	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																										
8496	PREDICTED: intraflagellar transport protein 88 homolog isoform X2 [Alligator mississippiensis]	Alligator mississippiensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Archelosauria	Archosauria	Crocodylia	Alligatoridae	Alligatorinae	Alligator										
2013854	hypothetical protein CVV64_03500 [Candidatus Wallbacteria bacterium HGW-Wallbacteria-1]	Candidatus Wallbacteria bacterium HGW-Wallbacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Wallbacteria																														
2013854	hypothetical protein CVV64_03500 [Candidatus Wallbacteria bacterium HGW-Wallbacteria-1]	Candidatus Wallbacteria bacterium HGW-Wallbacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Wallbacteria																														
2013854	hypothetical protein CVV64_03500 [Candidatus Wallbacteria bacterium HGW-Wallbacteria-1]	Candidatus Wallbacteria bacterium HGW-Wallbacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Wallbacteria																														
2013854	hypothetical protein CVV64_03500 [Candidatus Wallbacteria bacterium HGW-Wallbacteria-1]	Candidatus Wallbacteria bacterium HGW-Wallbacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Wallbacteria																														
2013854	hypothetical protein CVV64_03500 [Candidatus Wallbacteria bacterium HGW-Wallbacteria-1]	Candidatus Wallbacteria bacterium HGW-Wallbacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Wallbacteria																														
43346	PREDICTED: intraflagellar transport protein 88 homolog isoform X2 [Bison bison bison]	Bison bison bison	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Cetartiodactyla	Ruminantia	Pecora	Bovidae	Bovinae	Bison	Bison bison						
1647413	serine/threonine-protein kinase [Anabaena sp. WA102]	Anabaena sp. WA102	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Anabaena																											
1647413	serine/threonine-protein kinase [Anabaena sp. WA102]	Anabaena sp. WA102	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Anabaena																											
