qaccver	saccver	bitscore	eval	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p	q
WP_002851328.1	KEI68311.1	64.2	1.25E-06	788	657	321	37	19.315	388467	hypothetical protein A19Y_3551 [Planktothrix agardhii NIVA-CYA 126/8]	Planktothrix agardhii NIVA-CYA 126/8	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii							
WP_002851328.1	XP_005635622.1	64.2	1.26E-06	788	780	296	37	18.581	9615;286419	intraflagellar transport protein 88 homolog isoform X4 [Canis lupus familiaris]	Canis lupus familiaris	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	KIC90218.1	64.2	1.26E-06	788	1004	634	75	14.196	1463156	hypothetical protein HY58_12730 [Flavihumibacter sp. ZG627]	Flavihumibacter sp. ZG627	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter								
WP_002851328.1	RZJ74144.1	64.2	1.26E-06	788	1004	618	75	16.505	239	tetratricopeptide repeat protein [Flavobacterium sp.]	Flavobacterium sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	RZJ74144.1	59.9	3.08E-05	788	1004	477	75	14.256	239	tetratricopeptide repeat protein [Flavobacterium sp.]	Flavobacterium sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	PSK81691.1	64.2	1.26E-06	788	1031	604	74	13.907	1541063	tetratricopeptide repeat protein [Prolixibacter denitrificans]	Prolixibacter denitrificans	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Prolixibacter								
WP_002851328.1	OYX24080.1	64.2	1.26E-06	788	1008	556	76	11.331	1970509	hypothetical protein B7Z06_09330 [Flavobacteriales bacterium 32-35-8]	Flavobacteriales bacterium 32-35-8	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)								
WP_002851328.1	OYX24080.1	62.6	4.61E-06	788	1008	441	76	13.152	1970509	hypothetical protein B7Z06_09330 [Flavobacteriales bacterium 32-35-8]	Flavobacteriales bacterium 32-35-8	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)								
WP_002851328.1	OYX24080.1	61.5	1.04E-05	788	1008	523	76	14.34	1970509	hypothetical protein B7Z06_09330 [Flavobacteriales bacterium 32-35-8]	Flavobacteriales bacterium 32-35-8	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)								
WP_002851328.1	WP_087425428.1	64.2	1.26E-06	788	1010	659	78	12.291	626929	tetratricopeptide repeat protein [Bacteroides clarus]	Bacteroides clarus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_087425428.1	61.5	8.67E-06	788	1010	643	78	12.442	626929	tetratricopeptide repeat protein [Bacteroides clarus]	Bacteroides clarus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_043936906.1	64.2	1.26E-06	788	654	321	61	19.315	54304;59512	MULTISPECIES: tetratricopeptide repeat protein [Planktothrix]	Planktothrix	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae									
WP_002851328.1	WP_043936906.1	54.9	0.000731	788	654	377	61	16.446	54304;59512	MULTISPECIES: tetratricopeptide repeat protein [Planktothrix]	Planktothrix	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae									
WP_002851328.1	PYT90812.1	64.5	1.26E-06	788	1283	212	26	16.981	1978231	hypothetical protein DMG41_03740 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
WP_002851328.1	KFG50075.1	63.8	1.27E-06	788	531	207	26	19.324	943120;943167	O-linked N-acetylglucosamine transferase, partial [Toxoplasma gondii FOU]	Toxoplasma gondii FOU	cellular organisms	Eukaryota	Alveolata	Apicomplexa	Conoidasida	Coccidia	Eucoccidiorida	Eimeriorina	Sarcocystidae	Toxoplasma	Toxoplasma gondii						
WP_002851328.1	WP_013686350.1	64.2	1.27E-06	788	1028	382	77	13.089	191579;755732	tetratricopeptide repeat protein [Fluviicola taffensis]	Fluviicola taffensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola								
WP_002851328.1	WP_013686350.1	56.5	0.000297	788	1028	657	77	15.525	191579;755732	tetratricopeptide repeat protein [Fluviicola taffensis]	Fluviicola taffensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola								
WP_002851328.1	OPY51317.1	64.2	1.27E-06	788	1071	442	76	16.516	1811691	lipoprotein NlpI [Methanosaeta sp. PtaU1.Bin055]	Methanosaeta sp. PtaU1.Bin055	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix									
WP_002851328.1	OPY51317.1	63	2.91E-06	788	1071	701	76	14.265	1811691	lipoprotein NlpI [Methanosaeta sp. PtaU1.Bin055]	Methanosaeta sp. PtaU1.Bin055	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix									
WP_002851328.1	OPY51317.1	56.8	0.000273	788	1071	436	76	12.844	1811691	lipoprotein NlpI [Methanosaeta sp. PtaU1.Bin055]	Methanosaeta sp. PtaU1.Bin055	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix									
WP_002851328.1	GBD06023.1	63	1.28E-06	788	372	242	35	15.702	2035415	Cell division coordinator CpoB [bacterium HR20]	bacterium HR20	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)													
WP_002851328.1	GBD06023.1	61.5	4.35E-06	788	372	207	35	14.01	2035415	Cell division coordinator CpoB [bacterium HR20]	bacterium HR20	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)													
WP_002851328.1	AUN36034.1	63.8	1.28E-06	788	510	223	25	14.798	77133	competence protein ComL precursor [uncultured bacterium]	uncultured bacterium	cellular organisms	Bacteria	environmental samples														
WP_002851328.1	XP_006124851.1	64.5	1.28E-06	788	1316	419	73	15.036	13735	tetratricopeptide repeat protein 21B isoform X1 [Pelodiscus sinensis]	Pelodiscus sinensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	XP_006124851.1	54.9	0.001	788	1316	606	73	14.686	13735	tetratricopeptide repeat protein 21B isoform X1 [Pelodiscus sinensis]	Pelodiscus sinensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_026367142.1	64.2	1.28E-06	788	1010	512	75	13.672	1163670	tetratricopeptide repeat protein [Bacteroides sp. 14(A)]	Bacteroides sp. 14(A)	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_026367142.1	61.1	1.36E-05	788	1010	644	75	13.82	1163670	tetratricopeptide repeat protein [Bacteroides sp. 14(A)]	Bacteroides sp. 14(A)	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_026367142.1	60.3	2.1E-05	788	1010	553	75	11.754	1163670	tetratricopeptide repeat protein [Bacteroides sp. 14(A)]	Bacteroides sp. 14(A)	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	CDE42911.1	64.2	1.29E-06	788	705	547	61	14.991	1262838	tetratricopeptide TPR_1 repeat-containing protein [Clostridium sp. CAG:768]	Clostridium sp. CAG:768	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	environmental samples								
WP_002851328.1	OGO31996.1	64.2	1.29E-06	788	806	520	64	12.308	1797648	hypothetical protein A2Z16_16720 [Chloroflexi bacterium RBG_16_54_18]	Chloroflexi bacterium RBG_16_54_18	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	unclassified Chloroflexi	unclassified Chloroflexi (miscellaneous)											
WP_002851328.1	XP_001366386.1	64.2	1.29E-06	788	825	300	38	17.667	13616	PREDICTED: intraflagellar transport protein 88 homolog isoform X4 [Monodelphis domestica]	Monodelphis domestica	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	OGX39169.1	64.2	1.29E-06	788	815	407	61	15.725	1801857	hypothetical protein A3D87_07000 [Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_50_17]	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_50_17	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica												
WP_002851328.1	OGX39169.1	61.1	1.21E-05	788	815	356	61	15.449	1801857	hypothetical protein A3D87_07000 [Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_50_17]	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_50_17	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica												
WP_002851328.1	PMP63500.1	63.8	1.3E-06	788	556	498	59	16.667	2053621	hypothetical protein C0198_01605 [Sulfurihydrogenibium sp.]	Sulfurihydrogenibium sp.	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium										
WP_002851328.1	OLC33312.1	61.9	1.3E-06	788	253	227	42	14.537	1805364	hypothetical protein AUH81_14565 [Candidatus Rokubacteria bacterium 13_1_40CM_4_69_5]	Candidatus Rokubacteria bacterium 13_1_40CM_4_69_5	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Rokubacteria												
WP_002851328.1	OLC33312.1	55.7	0.000137	788	253	195	42	14.872	1805364	hypothetical protein AUH81_14565 [Candidatus Rokubacteria bacterium 13_1_40CM_4_69_5]	Candidatus Rokubacteria bacterium 13_1_40CM_4_69_5	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Rokubacteria												
WP_002851328.1	OLC33312.1	54.5	0.000344	788	253	200	42	18.5	1805364	hypothetical protein AUH81_14565 [Candidatus Rokubacteria bacterium 13_1_40CM_4_69_5]	Candidatus Rokubacteria bacterium 13_1_40CM_4_69_5	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Rokubacteria												
WP_002851328.1	WP_118939983.1	64.2	1.32E-06	788	1010	667	78	13.493	46506	tetratricopeptide repeat protein [Bacteroides stercoris]	Bacteroides stercoris	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	RMH58144.1	63.8	1.32E-06	788	646	282	53	15.603	2030809	outer membrane protein assembly factor BamD [Candidatus Hydrogenedentes bacterium]	Candidatus Hydrogenedentes bacterium	cellular organisms	Bacteria	FCB group	Candidatus Hydrogenedentes	unclassified Candidatus Hydrogenedentes												
WP_002851328.1	RMH58144.1	58.8	6.03E-05	788	646	415	53	17.108	2030809	outer membrane protein assembly factor BamD [Candidatus Hydrogenedentes bacterium]	Candidatus Hydrogenedentes bacterium	cellular organisms	Bacteria	FCB group	Candidatus Hydrogenedentes	unclassified Candidatus Hydrogenedentes												
WP_002851328.1	RQV98668.1	64.2	1.32E-06	788	1218	607	74	13.18	1869227	outer membrane protein assembly factor BamD [bacterium]	bacterium	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)													
WP_002851328.1	PYO03367.1	61.9	1.32E-06	788	250	227	26	15.859	2053607	hypothetical protein DMD91_01320 [Candidatus Rokubacteria bacterium]	Candidatus Rokubacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Rokubacteria												
WP_002851328.1	OGR49340.1	64.2	1.32E-06	788	731	357	43	15.966	1797921;1797938	hypothetical protein A2X33_03805 [Elusimicrobia bacterium GWA2_51_34]	Elusimicrobia bacterium GWA2_51_34	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia													
WP_002851328.1	XP_028726247.1	64.2	1.32E-06	788	796	300	38	17.667	10041	intraflagellar transport protein 88 homolog isoform X1 [Peromyscus leucopus]	Peromyscus leucopus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_044189421.1	63.8	1.32E-06	788	643	405	47	15.556	1515615	tetratricopeptide repeat protein [Porphyromonas sp. COT-290 OH860]	Porphyromonas sp. COT-290 OH860	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas								
WP_002851328.1	OGP85955.1	64.2	1.33E-06	788	670	479	66	13.57	1797845	hypothetical protein A2V87_07680 [Deltaproteobacteria bacterium RBG_16_58_17]	Deltaproteobacteria bacterium RBG_16_58_17	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	OGP85955.1	61.5	7.39E-06	788	670	479	66	13.779	1797845	hypothetical protein A2V87_07680 [Deltaproteobacteria bacterium RBG_16_58_17]	Deltaproteobacteria bacterium RBG_16_58_17	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	WP_062161601.1	64.2	1.33E-06	788	987	530	70	15.283	1721091	tetratricopeptide repeat protein [Chryseobacterium sp. IHB B 17019]	Chryseobacterium sp. IHB B 17019	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	WP_062161601.1	59.9	3.07E-05	788	987	582	70	15.292	1721091	tetratricopeptide repeat protein [Chryseobacterium sp. IHB B 17019]	Chryseobacterium sp. IHB B 17019	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	WP_062161601.1	58.4	8.75E-05	788	987	305	70	16.393	1721091	tetratricopeptide repeat protein [Chryseobacterium sp. IHB B 17019]	Chryseobacterium sp. IHB B 17019	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	WP_062161601.1	56.1	0.000389	788	987	498	70	15.06	1721091	tetratricopeptide repeat protein [Chryseobacterium sp. IHB B 17019]	Chryseobacterium sp. IHB B 17019	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	WP_062161601.1	56.1	0.00045	788	987	498	70	14.859	1721091	tetratricopeptide repeat protein [Chryseobacterium sp. IHB B 17019]	Chryseobacterium sp. IHB B 17019	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	PPD17489.1	63.8	1.33E-06	788	561	504	60	14.484	418;2051955	PEP-CTERM system TPR-repeat protein PrsT [Methylobacter sp.]	Methylobacter sp.	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter										
WP_002851328.1	WP_042155677.1	63.8	1.33E-06	788	654	321	37	19.315	1160;282423	tetratricopeptide repeat protein [Planktothrix agardhii]	Planktothrix agardhii	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix								
WP_002851328.1	WP_053234357.1	64.5	1.33E-06	788	3356	376	77	17.819	927083	tetratricopeptide repeat protein [Sandaracinus amylolyticus]	Sandaracinus amylolyticus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Myxococcales	Sorangiineae	Sandaracinaceae	Sandaracinus								
WP_002851328.1	WP_053234357.1	61.5	1.04E-05	788	3356	658	77	15.198	927083	tetratricopeptide repeat protein [Sandaracinus amylolyticus]	Sandaracinus amylolyticus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Myxococcales	Sorangiineae	Sandaracinaceae	Sandaracinus								
WP_002851328.1	WP_116941664.1	64.2	1.33E-06	788	1050	418	77	16.268	2303334	tetratricopeptide repeat protein [Hymenobacter sp. CCM 8763]	Hymenobacter sp. CCM 8763	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter								
WP_002851328.1	WP_116941664.1	59.5	4.17E-05	788	1050	539	77	11.317	2303334	tetratricopeptide repeat protein [Hymenobacter sp. CCM 8763]	Hymenobacter sp. CCM 8763	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter								
WP_002851328.1	WP_116941664.1	57.6	0.000156	788	1050	334	77	13.772	2303334	tetratricopeptide repeat protein [Hymenobacter sp. CCM 8763]	Hymenobacter sp. CCM 8763	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter								
WP_002851328.1	WP_116941664.1	56.1	0.000399	788	1050	519	77	12.524	2303334	tetratricopeptide repeat protein [Hymenobacter sp. CCM 8763]	Hymenobacter sp. CCM 8763	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter								
WP_002851328.1	WP_117907653.1	64.2	1.34E-06	788	1010	667	78	13.343	46506	tetratricopeptide repeat protein [Bacteroides stercoris]	Bacteroides stercoris	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_052331022.1	63.8	1.35E-06	788	654	321	61	19.315	1160	tetratricopeptide repeat protein [Planktothrix agardhii]	Planktothrix agardhii	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix								
WP_002851328.1	WP_052331022.1	54.9	0.000818	788	654	377	61	16.446	1160	tetratricopeptide repeat protein [Planktothrix agardhii]	Planktothrix agardhii	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix								
WP_002851328.1	AKF07054.1	64.5	1.35E-06	788	3350	376	77	17.819	927083	TPR domain protein, putative component of TonB system [Sandaracinus amylolyticus]	Sandaracinus amylolyticus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Myxococcales	Sorangiineae	Sandaracinaceae	Sandaracinus								
